adhocMargin,applicableMargin,averagePrice,basePrice,bcEndDate,bcStartDate,buyPrice1,buyPrice2,buyPrice3,buyPrice4,buyPrice5,buyQuantity1,buyQuantity2,buyQuantity3,buyQuantity4,buyQuantity5,change,closePrice,cm_adj_high_dt,cm_adj_low_dt,cm_ffm,companyName,css_status_desc,custom_MD_index,date1,date2,dayHigh,dayLow,deliveryQuantity,deliveryToTradedQuantity,exDate,extremeLossMargin,faceValue,high52,indexVar,isExDateFlag,isinCode,lastPrice,low52,marketType,ndEndDate,ndStartDate,open,pChange,previousClose,priceBand,pricebandlower,pricebandupper,purpose,quantityTraded,recordDate,secDate,securityVar,sellPrice1,sellPrice2,sellPrice3,sellPrice4,sellPrice5,sellQuantity1,sellQuantity2,sellQuantity3,sellQuantity4,sellQuantity5,series,surv_indicator,symbol,totalBuyQuantity,totalSellQuantity,totalTradedValue,totalTradedVolume,varMargin
,12.5,537.01,541.95,07-AUG-19,20-JUL-19,534.05,534.0,533.95,533.9,533.85,322.0,1440.0,208.0,646.0,684.0,-7.65,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-38.33157373374,29/11/2019 12:41:42,1575011502.387021,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.3,502.55,N,,,543.0,-1.41,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.35,534.4,534.45,534.5,534.55,385.0,614.0,875.0,427.0,118.0,EQ,,M&amp;M,378506.0,849046.0,8278.13,1541522.0,7.5
,12.5,536.99,541.95,07-AUG-19,20-JUL-19,534.15,534.1,534.05,534.0,533.95,20.0,78.0,42.0,3622.0,730.0,-7.70,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.75607370388244,29/11/2019 12:44:43,1575011683.243602,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.25,502.55,N,,,543.0,-1.42,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.25,534.3,534.35,534.4,534.5,42.0,98.0,5.0,218.0,317.0,EQ,,M&amp;M,384355.0,850641.0,8340.09,1553118.0,7.5
,12.5,536.95,541.95,07-AUG-19,20-JUL-19,534.3,534.2,534.05,534.0,533.9,3.0,573.0,416.0,1967.0,625.0,-7.50,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.23590083171274,29/11/2019 12:49:01,1575011941.509236,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.45,502.55,N,,,543.0,-1.38,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.45,534.5,534.55,534.6,534.7,11.0,11.0,10.0,227.0,623.0,EQ,,M&amp;M,390034.0,852823.0,8471.33,1577675.0,7.5
,12.5,536.87,541.95,07-AUG-19,20-JUL-19,534.0,533.9,533.85,533.8,533.75,401.0,884.0,1955.0,829.0,445.0,-7.90,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-36.92699114343706,29/11/2019 12:51:59,1575012119.803318,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.05,502.55,N,,,543.0,-1.46,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.05,534.2,534.4,534.45,534.5,3.0,200.0,91.0,50.0,1696.0,EQ,,M&amp;M,398383.0,864861.0,8687.64,1618201.0,7.5
,12.5,536.83,541.95,07-AUG-19,20-JUL-19,534.65,534.6,534.55,534.5,534.45,216.0,1711.0,1213.0,3062.0,218.0,-7.30,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-35.52488831035386,29/11/2019 12:58:07,1575012487.444862,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.65,502.55,N,,,543.0,-1.35,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.9,534.95,535.0,535.1,535.15,3.0,254.0,3825.0,103.0,1270.0,EQ,,M&amp;M,410367.0,862580.0,8856.15,1649712.0,7.5
,12.5,536.77,541.95,07-AUG-19,20-JUL-19,533.55,533.5,533.45,533.4,533.35,476.0,4006.0,342.0,970.0,1388.0,-8.40,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.76592056578442,29/11/2019 13:04:56,1575012896.347874,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,533.55,502.55,N,,,543.0,-1.55,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,533.6,533.65,533.7,533.75,533.9,73.0,151.0,16.0,66.0,372.0,EQ,,M&amp;M,394930.0,874246.0,9050.96,1686190.0,7.5
,12.5,536.75,541.95,07-AUG-19,20-JUL-19,533.8,533.75,533.7,533.65,533.6,2533.0,882.0,2655.0,2077.0,1339.0,-7.95,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-36.33159468451558,29/11/2019 13:07:47,1575013067.73027,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.0,502.55,N,,,543.0,-1.47,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.0,534.2,534.3,534.35,534.4,405.0,275.0,291.0,100.0,152.0,EQ,,M&amp;M,406171.0,869724.0,9118.89,1698909.0,7.5
,12.5,536.72,541.95,07-AUG-19,20-JUL-19,533.8,533.7,533.65,533.6,533.55,200.0,1231.0,1294.0,2583.0,1697.0,-8.05,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-36.293392180799444,29/11/2019 13:12:36,1575013356.333758,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,533.9,502.55,N,,,543.0,-1.49,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,533.9,534.0,534.15,534.2,534.25,5.0,98.0,218.0,375.0,1306.0,EQ,,M&amp;M,407047.0,870833.0,9228.65,1719454.0,7.5
,12.5,536.72,541.95,07-AUG-19,20-JUL-19,533.8,533.7,533.65,533.6,533.55,200.0,1231.0,1294.0,2583.0,1697.0,-8.05,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-36.293392180799444,29/11/2019 13:13:10,1575013390.321358,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,533.9,502.55,N,,,543.0,-1.49,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,533.9,534.0,534.15,534.2,534.25,5.0,98.0,218.0,375.0,1306.0,EQ,,M&amp;M,407047.0,870833.0,9228.65,1719454.0,7.5
,12.5,536.7,541.95,07-AUG-19,20-JUL-19,534.05,534.0,533.9,533.85,533.8,53.0,610.0,342.0,1280.0,2211.0,-7.90,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-34.982240607767594,29/11/2019 13:18:18,1575013698.891134,543.8,533.1,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.05,502.55,N,,,543.0,-1.46,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.25,534.3,534.35,534.4,534.45,133.0,16.0,112.0,105.0,218.0,EQ,,M&amp;M,419097.0,870080.0,9299.12,1732648.0,7.5
